"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1363","@regression Login with empty username and password","ui-firefox","Mon Feb 16 07:36:35 UTC 2026","passed","Mon Feb 16 07:36:37 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1738","@regression Sort by Name (Z to A)","ui-webkit","Mon Feb 16 07:36:38 UTC 2026","passed","Mon Feb 16 07:36:40 UTC 2026","Filter","UI/product.spec.ts","",""
"","1931","@regression Sort by Name (A to Z)","ui-webkit","Mon Feb 16 07:36:36 UTC 2026","passed","Mon Feb 16 07:36:38 UTC 2026","Filter","UI/product.spec.ts","",""
"","1283","@regression Login with empty username and password","ui-webkit","Mon Feb 16 07:36:30 UTC 2026","passed","Mon Feb 16 07:36:31 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1000","@regression Sort by Price (low to high)","ui-chromium","Mon Feb 16 07:36:46 UTC 2026","passed","Mon Feb 16 07:36:47 UTC 2026","Filter","UI/product.spec.ts","",""
"","2923","@regression Login fails with invalid credentials","ui-firefox","Mon Feb 16 07:36:32 UTC 2026","passed","Mon Feb 16 07:36:35 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1014","@regression Sort by Name (A to Z)","ui-chromium","Mon Feb 16 07:36:44 UTC 2026","passed","Mon Feb 16 07:36:45 UTC 2026","Filter","UI/product.spec.ts","",""
"","2701","@regression Checkout fails with missing last name","ui-firefox","Mon Feb 16 07:36:39 UTC 2026","passed","Mon Feb 16 07:36:42 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1113","@regression Cancel on overview returns to inventory","ui-chromium","Mon Feb 16 07:36:43 UTC 2026","passed","Mon Feb 16 07:36:44 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","2266","@regression Continue Shopping navigates back to inventory","ui-firefox","Mon Feb 16 07:36:43 UTC 2026","passed","Mon Feb 16 07:36:45 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","2352","@smoke @critical Add to cart from product detail page","ui-webkit","Mon Feb 16 07:36:39 UTC 2026","passed","Mon Feb 16 07:36:41 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","2400","@regression Navigate back to products from product detail page","ui-webkit","Mon Feb 16 07:36:41 UTC 2026","passed","Mon Feb 16 07:36:44 UTC 2026","Back to Products","UI/product-detail.spec.ts","",""
"","2580","@regression Cart with multiple products shows all items","ui-webkit","Mon Feb 16 07:36:34 UTC 2026","passed","Mon Feb 16 07:36:37 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","2912","@smoke Empty cart displays correct UI elements","ui-firefox","Mon Feb 16 07:36:31 UTC 2026","passed","Mon Feb 16 07:36:34 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","4198","@smoke @critical Complete checkout with valid info","ui-firefox","Mon Feb 16 07:36:31 UTC 2026","passed","Mon Feb 16 07:36:35 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","745","@regression Login with empty username only","ui-chromium","Mon Feb 16 07:36:30 UTC 2026","passed","Mon Feb 16 07:36:31 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1947","@regression Sort by Price (high to low)","ui-webkit","Mon Feb 16 07:36:42 UTC 2026","passed","Mon Feb 16 07:36:44 UTC 2026","Filter","UI/product.spec.ts","",""
"","1274","@regression Continue Shopping navigates back to inventory","ui-chromium","Mon Feb 16 07:36:39 UTC 2026","passed","Mon Feb 16 07:36:40 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1709","@smoke @critical Complete checkout with valid info","ui-chromium","Mon Feb 16 07:36:33 UTC 2026","passed","Mon Feb 16 07:36:35 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","713","@regression Login with empty username and password","ui-chromium","Mon Feb 16 07:36:30 UTC 2026","passed","Mon Feb 16 07:36:31 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","5272","@regression Login fails with invalid credentials","ui-webkit","Mon Feb 16 07:36:24 UTC 2026","passed","Mon Feb 16 07:36:29 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1777","@smoke @critical Finish button completes order","ui-firefox","Mon Feb 16 07:36:52 UTC 2026","passed","Mon Feb 16 07:36:54 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1344","@regression Login with empty username only","ui-webkit","Mon Feb 16 07:36:31 UTC 2026","passed","Mon Feb 16 07:36:32 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2404","@regression Cart with multiple products shows all items","ui-firefox","Mon Feb 16 07:36:38 UTC 2026","passed","Mon Feb 16 07:36:40 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","1003","@regression Login with empty password only","ui-firefox","Mon Feb 16 07:36:37 UTC 2026","passed","Mon Feb 16 07:36:38 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1251","@smoke Access to product detail page","ui-chromium","Mon Feb 16 07:36:41 UTC 2026","passed","Mon Feb 16 07:36:43 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","994","@regression Navigate back to products from product detail page","ui-chromium","Mon Feb 16 07:36:46 UTC 2026","passed","Mon Feb 16 07:36:47 UTC 2026","Back to Products","UI/product-detail.spec.ts","",""
"","1274","@smoke @critical Cart with single product shows correct details","ui-chromium","Mon Feb 16 07:36:35 UTC 2026","passed","Mon Feb 16 07:36:36 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","2251","@regression Direct access to product detail page","ui-webkit","Mon Feb 16 07:36:37 UTC 2026","passed","Mon Feb 16 07:36:39 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","1213","@regression Login with empty username only","ui-firefox","Mon Feb 16 07:36:36 UTC 2026","passed","Mon Feb 16 07:36:37 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1529","@regression Sort by Name (Z to A)","ui-firefox","Mon Feb 16 07:36:30 UTC 2026","passed","Mon Feb 16 07:36:32 UTC 2026","Filter","UI/product.spec.ts","",""
"","1136","@smoke Order confirmation message displayed","ui-chromium","Mon Feb 16 07:36:46 UTC 2026","passed","Mon Feb 16 07:36:47 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","2883","@regression Checkout fails with missing postal code","ui-webkit","Mon Feb 16 07:36:39 UTC 2026","passed","Mon Feb 16 07:36:42 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","3050","@smoke Verify components on product page","ui-firefox","Mon Feb 16 07:36:24 UTC 2026","passed","Mon Feb 16 07:36:27 UTC 2026","Product Page","UI/product.spec.ts","",""
"","1558","@regression Sort by Price (low to high)","ui-firefox","Mon Feb 16 07:36:32 UTC 2026","passed","Mon Feb 16 07:36:33 UTC 2026","Filter","UI/product.spec.ts","",""
"","8375","@smoke @critical Complete checkout with valid info","ui-webkit","Mon Feb 16 07:36:24 UTC 2026","passed","Mon Feb 16 07:36:33 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2970","@smoke Access to product detail page","ui-firefox","Mon Feb 16 07:36:24 UTC 2026","passed","Mon Feb 16 07:36:27 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","1329","@smoke Checkout button leads to checkout page","ui-chromium","Mon Feb 16 07:36:40 UTC 2026","passed","Mon Feb 16 07:36:42 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","2571","@regression Checkout fails with missing last name","ui-webkit","Mon Feb 16 07:36:36 UTC 2026","passed","Mon Feb 16 07:36:39 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","744","@regression Sort by Price (high to low)","ui-chromium","Mon Feb 16 07:36:47 UTC 2026","passed","Mon Feb 16 07:36:48 UTC 2026","Filter","UI/product.spec.ts","",""
"","6675","@smoke Verify components on product page","ui-webkit","Mon Feb 16 07:36:29 UTC 2026","passed","Mon Feb 16 07:36:36 UTC 2026","Product Page","UI/product.spec.ts","",""
"","2554","@smoke @critical Remove item from cart updates UI","ui-firefox","Mon Feb 16 07:36:40 UTC 2026","passed","Mon Feb 16 07:36:43 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","937","@regression Sort by Name (Z to A)","ui-chromium","Mon Feb 16 07:36:45 UTC 2026","passed","Mon Feb 16 07:36:46 UTC 2026","Filter","UI/product.spec.ts","",""
"","2752","@regression Checkout fails with missing first name","ui-webkit","Mon Feb 16 07:36:34 UTC 2026","passed","Mon Feb 16 07:36:36 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
