"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1620","@regression Direct access to product detail page","ui-firefox","Mon Feb 16 07:33:40 UTC 2026","passed","Mon Feb 16 07:33:41 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","2220","@smoke @critical Cart with single product shows correct details","ui-firefox","Mon Feb 16 07:33:33 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","1069","@regression Login with empty username and password","ui-firefox","Mon Feb 16 07:33:27 UTC 2026","passed","Mon Feb 16 07:33:28 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","3053","@smoke Verify components on product page","ui-firefox","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:39 UTC 2026","Product Page","UI/product.spec.ts","",""
"","1546","@regression Sort by Name (A to Z)","ui-firefox","Mon Feb 16 07:33:39 UTC 2026","passed","Mon Feb 16 07:33:41 UTC 2026","Filter","UI/product.spec.ts","",""
"","2259","@smoke Checkout button leads to checkout page","ui-firefox","Mon Feb 16 07:33:43 UTC 2026","passed","Mon Feb 16 07:33:45 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","2852","@smoke Empty cart displays correct UI elements","ui-firefox","Mon Feb 16 07:33:29 UTC 2026","passed","Mon Feb 16 07:33:32 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","2046","@regression Cancel on overview returns to inventory","ui-webkit","Mon Feb 16 07:33:46 UTC 2026","passed","Mon Feb 16 07:33:48 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","997","@smoke Verify order summary on overview page","ui-chromium","Mon Feb 16 07:33:40 UTC 2026","passed","Mon Feb 16 07:33:41 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1101","@smoke @critical Add to cart from product detail page","ui-chromium","Mon Feb 16 07:33:22 UTC 2026","passed","Mon Feb 16 07:33:23 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","1736","@smoke @critical Finish button completes order","ui-firefox","Mon Feb 16 07:33:50 UTC 2026","passed","Mon Feb 16 07:33:52 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","756","@regression Login with empty username only","ui-chromium","Mon Feb 16 07:33:35 UTC 2026","passed","Mon Feb 16 07:33:35 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","985","@smoke @critical Login successfully with valid credentials","ui-chromium","Mon Feb 16 07:33:33 UTC 2026","passed","Mon Feb 16 07:33:34 UTC 2026","Login - SauceDemo","UI/login.spec.ts","",""
"","1127","@smoke Empty cart displays correct UI elements","ui-chromium","Mon Feb 16 07:33:32 UTC 2026","passed","Mon Feb 16 07:33:34 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","939","@smoke @critical Finish button completes order","ui-chromium","Mon Feb 16 07:33:43 UTC 2026","passed","Mon Feb 16 07:33:44 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1921","@regression Sort by Name (A to Z)","ui-webkit","Mon Feb 16 07:33:45 UTC 2026","passed","Mon Feb 16 07:33:47 UTC 2026","Filter","UI/product.spec.ts","",""
"","721","@smoke @critical Add product to cart","ui-chromium","Mon Feb 16 07:33:25 UTC 2026","passed","Mon Feb 16 07:33:26 UTC 2026","Cart Operations","UI/product.spec.ts","",""
"","2467","@regression Checkout fails with missing last name","ui-firefox","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:39 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2005","@regression Back Home navigates to inventory","ui-webkit","Mon Feb 16 07:33:51 UTC 2026","passed","Mon Feb 16 07:33:53 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","1237","@smoke Verify components on product page","ui-chromium","Mon Feb 16 07:33:19 UTC 2026","passed","Mon Feb 16 07:33:20 UTC 2026","Product Page","UI/product.spec.ts","",""
