"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","187","@smoke @critical Add new user","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Users - DummyJSON > POST Users","API/users.api.spec.ts","",""
"","415","@smoke @critical Login success","api","Mon Feb 16 07:15:05 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","26","@smoke @critical Get all users","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","189","@regression Update user","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Users - DummyJSON > PUT Users","API/users.api.spec.ts","",""
"","186","@regression Search products","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","239","@regression Login failed - invalid credentials","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","184","@regression Delete product","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:08 UTC 2026","API Products - DummyJSON > DELETE Products","API/products.api.spec.ts","",""
"","26","@smoke Get product by ID","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","200","@regression Get users with pagination","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","126","@smoke @critical Get all products","api","Mon Feb 16 07:15:05 UTC 2026","passed","Mon Feb 16 07:15:05 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","183","@regression Get products by category","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","184","@regression Get user by invalid ID returns 404","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","188","@smoke Get user by ID","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","182","@regression Get product by invalid ID returns 404","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","694","@regression Update product","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Products - DummyJSON > PUT Products","API/products.api.spec.ts","",""
"","191","@regression Login failed - missing username","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","183","@regression Get all categories","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","197","@regression Get products with pagination","api","Mon Feb 16 07:15:05 UTC 2026","passed","Mon Feb 16 07:15:06 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","183","@smoke @critical Add new product","api","Mon Feb 16 07:15:06 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Products - DummyJSON > POST Products","API/products.api.spec.ts","",""
"","188","@regression Search users","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:07 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","191","@regression Delete user","api","Mon Feb 16 07:15:07 UTC 2026","passed","Mon Feb 16 07:15:08 UTC 2026","API Users - DummyJSON > DELETE Users","API/users.api.spec.ts","",""
