"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","@smoke Get product by ID","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","189","@regression Get users with pagination","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","189","@smoke Get user by ID","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:42 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","185","@smoke @critical Add new user","api","Mon Feb 16 07:43:43 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Users - DummyJSON > POST Users","API/users.api.spec.ts","",""
"","194","@regression Get products by category","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:42 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","281","@regression Login failed - invalid credentials","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","209","@regression Get products with pagination","api","Mon Feb 16 07:43:40 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","330","@smoke @critical Login success","api","Mon Feb 16 07:43:40 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","183","@regression Get user by invalid ID returns 404","api","Mon Feb 16 07:43:42 UTC 2026","passed","Mon Feb 16 07:43:42 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","723","@regression Update product","api","Mon Feb 16 07:43:43 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Products - DummyJSON > PUT Products","API/products.api.spec.ts","",""
"","121","@smoke @critical Get all products","api","Mon Feb 16 07:43:40 UTC 2026","passed","Mon Feb 16 07:43:40 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","202","@regression Get all categories","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","249","@regression Get product by invalid ID returns 404","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","190","@regression Login failed - missing username","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","242","@regression Delete product","api","Mon Feb 16 07:43:43 UTC 2026","passed","Mon Feb 16 07:43:44 UTC 2026","API Products - DummyJSON > DELETE Products","API/products.api.spec.ts","",""
"","25","@smoke @critical Get all users","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","199","@regression Delete user","api","Mon Feb 16 07:43:43 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Users - DummyJSON > DELETE Users","API/users.api.spec.ts","",""
"","846","@regression Search users","api","Mon Feb 16 07:43:42 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","974","@smoke @critical Add new product","api","Mon Feb 16 07:43:42 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Products - DummyJSON > POST Products","API/products.api.spec.ts","",""
"","187","@regression Update user","api","Mon Feb 16 07:43:43 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","API Users - DummyJSON > PUT Users","API/users.api.spec.ts","",""
"","206","@regression Search products","api","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
