"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","552","@regression Update product","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","API Products - DummyJSON > PUT Products","API/products.api.spec.ts","",""
"","141","@regression Get product by invalid ID returns 404","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","150","@regression Get products with pagination","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","142","@smoke Get user by ID","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","152","@regression Login failed - missing username","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","198","@smoke @critical Get all products","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","140","@regression Delete product","api","Mon Feb 16 08:55:21 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","API Products - DummyJSON > DELETE Products","API/products.api.spec.ts","",""
"","149","@regression Search products","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","22","@smoke @critical Get all users","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","27","@smoke Get product by ID","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","359","@smoke @critical Login success","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","144","@regression Get all categories","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","180","@regression Login failed - invalid credentials","api","Mon Feb 16 08:55:19 UTC 2026","passed","Mon Feb 16 08:55:19 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","146","@regression Update user","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","API Users - DummyJSON > PUT Users","API/users.api.spec.ts","",""
"","143","@regression Get products by category","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","146","@regression Search users","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","139","@regression Delete user","api","Mon Feb 16 08:55:21 UTC 2026","passed","Mon Feb 16 08:55:21 UTC 2026","API Users - DummyJSON > DELETE Users","API/users.api.spec.ts","",""
"","148","@regression Get users with pagination","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","153","@regression Get user by invalid ID returns 404","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","400","@smoke @critical Add new product","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Products - DummyJSON > POST Products","API/products.api.spec.ts","",""
"","139","@smoke @critical Add new user","api","Mon Feb 16 08:55:20 UTC 2026","passed","Mon Feb 16 08:55:20 UTC 2026","API Users - DummyJSON > POST Users","API/users.api.spec.ts","",""
