"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","119","@regression Get user by invalid ID returns 404","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","128","@regression Search products","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","446","@regression Update product","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Products - DummyJSON > PUT Products","API/products.api.spec.ts","",""
"","139","@regression Get products with pagination","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","122","@regression Get product by invalid ID returns 404","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","26","@smoke @critical Get all users","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","122","@smoke @critical Add new user","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > POST Users","API/users.api.spec.ts","",""
"","126","@smoke @critical Add new product","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Products - DummyJSON > POST Products","API/products.api.spec.ts","",""
"","126","@regression Delete user","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > DELETE Users","API/users.api.spec.ts","",""
"","123","@regression Search users","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","126","@smoke Get user by ID","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","123","@regression Delete product","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Products - DummyJSON > DELETE Products","API/products.api.spec.ts","",""
"","31","@smoke Get product by ID","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","125","@regression Get all categories","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","122","@regression Update user","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > PUT Users","API/users.api.spec.ts","",""
"","158","@regression Login failed - invalid credentials","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","126","@regression Get products by category","api","Mon Feb 16 07:33:37 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
"","120","@regression Login failed - missing username","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","343","@smoke @critical Login success","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Login - DummyJSON","API/login.api.spec.ts","",""
"","127","@regression Get users with pagination","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:37 UTC 2026","API Users - DummyJSON > GET Users","API/users.api.spec.ts","",""
"","227","@smoke @critical Get all products","api","Mon Feb 16 07:33:36 UTC 2026","passed","Mon Feb 16 07:33:36 UTC 2026","API Products - DummyJSON > GET Products","API/products.api.spec.ts","",""
