"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2497","@regression Checkout fails with missing last name","ui-firefox","Mon Feb 16 07:43:25 UTC 2026","passed","Mon Feb 16 07:43:28 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1096","@smoke Order confirmation message displayed","ui-chromium","Mon Feb 16 07:43:20 UTC 2026","passed","Mon Feb 16 07:43:21 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","1121","@smoke @critical Add to cart from product detail page","ui-chromium","Mon Feb 16 07:43:09 UTC 2026","passed","Mon Feb 16 07:43:10 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","2043","@regression Direct access to product detail page","ui-firefox","Mon Feb 16 07:43:29 UTC 2026","passed","Mon Feb 16 07:43:31 UTC 2026","Access To A Product Detail Page","UI/product-detail.spec.ts","",""
"","5998","@smoke Empty cart displays correct UI elements","ui-webkit","Mon Feb 16 07:43:22 UTC 2026","passed","Mon Feb 16 07:43:28 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","2441","@regression Login fails with invalid credentials","ui-firefox","Mon Feb 16 07:43:20 UTC 2026","passed","Mon Feb 16 07:43:23 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1224","@regression Continue Shopping navigates back to inventory","ui-chromium","Mon Feb 16 07:43:14 UTC 2026","passed","Mon Feb 16 07:43:15 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1338","@regression Checkout fails with missing postal code","ui-chromium","Mon Feb 16 07:43:13 UTC 2026","passed","Mon Feb 16 07:43:15 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2485","@smoke Checkout button leads to checkout page","ui-webkit","Mon Feb 16 07:43:39 UTC 2026","passed","Mon Feb 16 07:43:41 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","901","@regression Login fails with invalid credentials","ui-chromium","Mon Feb 16 07:43:26 UTC 2026","passed","Mon Feb 16 07:43:27 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2039","@regression Back Home navigates to inventory","ui-webkit","Mon Feb 16 07:43:50 UTC 2026","passed","Mon Feb 16 07:43:52 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
"","3353","@smoke Empty cart displays correct UI elements","ui-firefox","Mon Feb 16 07:43:18 UTC 2026","passed","Mon Feb 16 07:43:21 UTC 2026","Cart Page - Empty State","UI/cart.spec.ts","",""
"","1885","@smoke Verify order summary on overview page","ui-webkit","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:43 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1962","@regression Sort by Name (A to Z)","ui-firefox","Mon Feb 16 07:43:28 UTC 2026","passed","Mon Feb 16 07:43:30 UTC 2026","Filter","UI/product.spec.ts","",""
"","706","@smoke @critical Add product to cart","ui-chromium","Mon Feb 16 07:43:12 UTC 2026","passed","Mon Feb 16 07:43:13 UTC 2026","Cart Operations","UI/product.spec.ts","",""
"","1813","@smoke @critical Add to cart from product detail page","ui-firefox","Mon Feb 16 07:43:31 UTC 2026","passed","Mon Feb 16 07:43:33 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","2460","@regression Cancel checkout returns to cart","ui-firefox","Mon Feb 16 07:43:31 UTC 2026","passed","Mon Feb 16 07:43:33 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","1758","@regression Sort by Name (Z to A)","ui-webkit","Mon Feb 16 07:43:23 UTC 2026","passed","Mon Feb 16 07:43:25 UTC 2026","Filter","UI/product.spec.ts","",""
"","4218","@smoke @critical Complete checkout with valid info","ui-firefox","Mon Feb 16 07:43:18 UTC 2026","passed","Mon Feb 16 07:43:22 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","528","@regression Login with empty password only","ui-chromium","Mon Feb 16 07:43:28 UTC 2026","passed","Mon Feb 16 07:43:28 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1008","@regression Sort by Price (low to high)","ui-chromium","Mon Feb 16 07:43:10 UTC 2026","passed","Mon Feb 16 07:43:11 UTC 2026","Filter","UI/product.spec.ts","",""
"","1247","@regression Login with empty username only","ui-firefox","Mon Feb 16 07:43:24 UTC 2026","passed","Mon Feb 16 07:43:25 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","940","@smoke @critical Finish button completes order","ui-chromium","Mon Feb 16 07:43:19 UTC 2026","passed","Mon Feb 16 07:43:20 UTC 2026","Checkout Step Two - Order Overview","UI/checkout.spec.ts","",""
"","1183","@regression Login with empty password only","ui-webkit","Mon Feb 16 07:43:13 UTC 2026","passed","Mon Feb 16 07:43:14 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","2370","@smoke Checkout button leads to checkout page","ui-firefox","Mon Feb 16 07:43:32 UTC 2026","passed","Mon Feb 16 07:43:35 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1351","@regression Login with empty username only","ui-webkit","Mon Feb 16 07:43:12 UTC 2026","passed","Mon Feb 16 07:43:14 UTC 2026","Login with invalid credentials","UI/login.spec.ts","",""
"","1686","@regression Sort by Price (high to low)","ui-firefox","Mon Feb 16 07:43:34 UTC 2026","passed","Mon Feb 16 07:43:35 UTC 2026","Filter","UI/product.spec.ts","",""
"","2333","@smoke @critical Cart with single product shows correct details","ui-firefox","Mon Feb 16 07:43:23 UTC 2026","passed","Mon Feb 16 07:43:25 UTC 2026","Cart Page - With Products","UI/cart.spec.ts","",""
"","2295","@regression Continue Shopping navigates back to inventory","ui-firefox","Mon Feb 16 07:43:30 UTC 2026","passed","Mon Feb 16 07:43:32 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","1717","@regression Navigate back to products from product detail page","ui-firefox","Mon Feb 16 07:43:33 UTC 2026","passed","Mon Feb 16 07:43:35 UTC 2026","Back to Products","UI/product-detail.spec.ts","",""
"","2653","@smoke @critical Login successfully with valid credentials","ui-firefox","Mon Feb 16 07:43:20 UTC 2026","passed","Mon Feb 16 07:43:23 UTC 2026","Login - SauceDemo","UI/login.spec.ts","",""
"","2564","@regression Continue Shopping navigates back to inventory","ui-webkit","Mon Feb 16 07:43:36 UTC 2026","passed","Mon Feb 16 07:43:39 UTC 2026","Cart Page - Navigation","UI/cart.spec.ts","",""
"","2673","@regression Checkout fails with missing first name","ui-webkit","Mon Feb 16 07:43:30 UTC 2026","passed","Mon Feb 16 07:43:33 UTC 2026","Checkout Step One - User Information","UI/checkout.spec.ts","",""
"","2168","@smoke @critical Add to cart from product detail page","ui-webkit","Mon Feb 16 07:43:23 UTC 2026","passed","Mon Feb 16 07:43:25 UTC 2026","Add and Remove from Cart","UI/product-detail.spec.ts","",""
"","1001","@regression Sort by Name (A to Z)","ui-chromium","Mon Feb 16 07:43:08 UTC 2026","passed","Mon Feb 16 07:43:09 UTC 2026","Filter","UI/product.spec.ts","",""
"","1723","@smoke Order confirmation message displayed","ui-firefox","Mon Feb 16 07:43:41 UTC 2026","passed","Mon Feb 16 07:43:42 UTC 2026","Checkout Complete - Confirmation","UI/checkout.spec.ts","",""
